"","SA","cancer","gene"
"21370",0.00344904137005559,"HNSC","ENSG00000058799.14"
"21371",0.0513943035891902,"HNSC","ENSG00000143303.11"
"21372",0.176246769107483,"HNSC","ENSG00000144283.21"
"21373",0.112504713729553,"HNSC","ENSG00000150995.18"
"21374",0,"HNSC","ENSG00000089472.16"
"21375",0.180983986381404,"HNSC","ENSG00000185418.15"
"21376",0.0583005777254401,"HNSC","ENSG00000138495.6"
"21377",0,"HNSC","ENSG00000198538.10"
"21378",0.227965015083284,"HNSC","ENSG00000038532.14"
"21379",0,"HNSC","ENSG00000179632.9"
"21380",0.311463138378727,"HNSC","ENSG00000072134.15"
"21381",0.000948185504296815,"HNSC","ENSG00000188807.12"
"21382",0,"HNSC","ENSG00000258691.1"
"21383",0.186391238017112,"HNSC","ENSG00000136059.14"
"21384",0.0156127091252993,"HNSC","ENSG00000139714.12"
"21385",0.252851442539618,"HNSC","ENSG00000129518.8"
"21386",0.437417634057553,"HNSC","ENSG00000158941.16"
"21387",0,"HNSC","ENSG00000149090.11"
"21388",0.147188350122289,"HNSC","ENSG00000155463.12"
"21389",0.0735198043064643,"HNSC","ENSG00000188092.14"
"21390",0,"HNSC","ENSG00000186272.12"
"21391",0.351236534364425,"HNSC","ENSG00000065361.14"
"21392",0,"HNSC","ENSG00000275700.4"
"21393",0.146971946222662,"HNSC","ENSG00000179152.19"
"21394",0.0182423894689383,"HNSC","ENSG00000197279.3"
"21395",0.332895619651453,"HNSC","ENSG00000117262.18"
"21396",0.058129162921423,"HNSC","ENSG00000103657.13"
"21397",0.0022935455689514,"HNSC","ENSG00000152749.7"
"21398",0.407514028205641,"HNSC","ENSG00000138801.8"
"21399",0.002330720899461,"HNSC","ENSG00000205531.12"
"21400",0,"HNSC","ENSG00000198001.13"
"21401",0,"HNSC","ENSG00000115657.12"
"21402",0.0028705782036499,"HNSC","ENSG00000137411.16"
"21403",0.125853354927992,"HNSC","ENSG00000127993.15"
"21404",0.11119852055065,"HNSC","ENSG00000109685.17"
"21405",0.209470545168988,"HNSC","ENSG00000185561.9"
"21406",0,"HNSC","ENSG00000069943.9"
"21407",0.509276824186461,"HNSC","ENSG00000139433.9"
"21408",0,"HNSC","ENSG00000145029.13"
"21409",0,"HNSC","ENSG00000283189.2"
"21410",0,"HNSC","ENSG00000164039.14"
"21411",0,"HNSC","ENSG00000164038.14"
"21412",0,"HNSC","ENSG00000213024.11"
"21413",0.00924782224271192,"HNSC","ENSG00000170485.16"
"21414",0,"HNSC","ENSG00000156873.15"
"21415",0.348739144020146,"HNSC","ENSG00000162819.11"
"21416",0.0032024782733035,"HNSC","ENSG00000083896.12"
"21417",0.471065817167432,"HNSC","ENSG00000178605.13"
"21418",0,"HNSC","ENSG00000094880.10"
"21419",0,"HNSC","ENSG00000114107.8"
"21420",0.0539120878561492,"HNSC","ENSG00000142208.15"
"21421",0.199850120914083,"HNSC","ENSG00000188690.12"
"21422",0.0015797930210422,"HNSC","ENSG00000134152.10"
"21423",0,"HNSC","ENSG00000160124.9"
"21424",0.00107367616451553,"HNSC","ENSG00000166927.12"
"21425",0.0119565661485956,"HNSC","ENSG00000124243.17"
"21426",0,"HNSC","ENSG00000197818.11"
"21427",0.219808650705412,"HNSC","ENSG00000083544.13"
"21428",0,"HNSC","ENSG00000186197.13"
"21429",0,"HNSC","ENSG00000124490.13-ENSG00000096006.11"
"21430",0,"HNSC","ENSG00000179477.9"
"21431",0.00285493484788104,"HNSC","ENSG00000019995.6"
"21432",0.105298701971327,"HNSC","ENSG00000135451.12"
"21433",0,"HNSC","ENSG00000167916.4-ENSG00000186395.7"
"21434",0.0824779824414762,"HNSC","ENSG00000197580.11"
"21435",0.00267342959932614,"HNSC","ENSG00000149187.17"
"21436",0.0428434034672661,"HNSC","ENSG00000028203.17"
"21437",0,"HNSC","ENSG00000259431.5"
"21438",0,"HNSC","ENSG00000103423.13"
"21439",0.107814815768583,"HNSC","ENSG00000115109.13"
"21440",0,"HNSC","ENSG00000032219.18"
"21441",0,"HNSC","ENSG00000138764.14"
"21442",0,"HNSC","ENSG00000126391.13"
"21443",0.0356963861124813,"HNSC","ENSG00000170365.9"
"21444",0,"HNSC","ENSG00000197444.9"
"21445",0,"HNSC","ENSG00000166123.13"
"21446",0.345090380059462,"HNSC","ENSG00000075234.16"
"21447",0,"HNSC","ENSG00000168014.16"
"21448",0.115122109380271,"HNSC","ENSG00000173599.13"
"21449",0.332577150379363,"HNSC","ENSG00000197586.12"
"21450",0,"HNSC","ENSG00000156171.14"
"21451",0.000542708686055729,"HNSC","ENSG00000128050.8"
"21452",0.202786265401452,"HNSC","ENSG00000083290.19"
"21453",0,"HNSC","ENSG00000129667.12"
"21454",0,"HNSC","ENSG00000213339.8"
"21455",0.0800215205815408,"HNSC","ENSG00000203985.10"
"21456",0.00105750205716088,"HNSC","ENSG00000153234.13"
"21457",0.00182955303780475,"HNSC","ENSG00000011426.10"
"21458",0.14408095948392,"HNSC","ENSG00000170006.11"
"21459",0.0826145199866898,"HNSC","ENSG00000099889.13"
"21460",0,"HNSC","ENSG00000164983.7"
"21461",0.0632905732797551,"HNSC","ENSG00000198677.10"
"21462",0.101638181723765,"HNSC","ENSG00000100991.11"
"21463",0,"HNSC","ENSG00000196363.9"
"21464",0,"HNSC","ENSG00000185475.10"
"21465",0.0105049707906562,"HNSC","ENSG00000145414.8"
"21466",0,"HNSC","ENSG00000139505.11"
"21467",0.0858966745476075,"HNSC","ENSG00000172667.10"
"21468",0.043122048019698,"HNSC","ENSG00000164985.14"
"21469",0.333231412609499,"HNSC","ENSG00000186951.16"
"21470",0.00843011706580958,"HNSC","ENSG00000176834.13"
"21471",0.0869193168016401,"HNSC","ENSG00000143847.15"
"21472",0.362987171117642,"HNSC","ENSG00000099795.6"
"21473",0,"HNSC","ENSG00000106785.14"
"21474",0.180995893371195,"HNSC","ENSG00000135968.20"
"21475",0.0233572861933975,"HNSC","ENSG00000175309.14"
"21476",0,"HNSC","ENSG00000173175.14"
"21477",0.140318365597288,"HNSC","ENSG00000134882.15"
"21478",0.00185010477265087,"HNSC","ENSG00000101190.12"
"21479",0.348333794678095,"HNSC","ENSG00000257529.5"
"21480",0.00533538202412406,"HNSC","ENSG00000095397.13"
"21481",0,"HNSC","ENSG00000203995.9"
"21482",0.219321617013568,"HNSC","ENSG00000166855.9"
"21483",0.00355642713043027,"HNSC","ENSG00000127603.23"
"21484",0,"HNSC","ENSG00000165609.12"
"21485",0,"HNSC","ENSG00000138100.13"
"21486",0,"HNSC","ENSG00000070610.14"
"21487",0,"HNSC","ENSG00000131724.10"
"21488",0.195652369686019,"HNSC","ENSG00000139835.13"
"21489",0,"HNSC","ENSG00000181652.19"
"21490",0.00251201605187971,"HNSC","ENSG00000122971.8"
"21491",0.118525638553392,"HNSC","ENSG00000139546.10"
"21492",0,"HNSC","ENSG00000169359.13"
"21493",0.384872087726384,"HNSC","ENSG00000164219.9"
"21494",0.251210414613375,"HNSC","ENSG00000067369.13"
"21495",0.0141794044346986,"HNSC","ENSG00000138443.15"
"21496",0.309801256772017,"HNSC","ENSG00000139218.17"
"21497",0,"HNSC","ENSG00000012983.11"
"21498",0.00926880667178497,"HNSC","ENSG00000145439.11"
"21499",0.232408205627011,"HNSC","ENSG00000090554.12"
"21500",0.349861173884232,"HNSC","ENSG00000130640.13"
"21501",0.490528799072008,"HNSC","ENSG00000145916.18"
"21502",0,"HNSC","ENSG00000275052.4"
"21503",0.00324106210014088,"HNSC","ENSG00000137513.9"
"21504",0,"HNSC","ENSG00000089127.12-ENSG00000111331.12"
"21505",0,"HNSC","ENSG00000132768.13"
"21506",0.414912454426918,"HNSC","ENSG00000204160.11"
"21507",0,"HNSC","ENSG00000176978.13"
"21508",0.00881592820318439,"HNSC","ENSG00000171612.6"
"21509",0.0050672082620602,"HNSC","ENSG00000109381.19"
"21510",0.0220634521017206,"HNSC","ENSG00000112234.8"
"21511",0.0158836590560072,"HNSC","ENSG00000137161.16"
"21512",0,"HNSC","ENSG00000104866.10"
"21513",0.00158606481228037,"HNSC","ENSG00000074266.19"
"21514",0,"HNSC","ENSG00000080200.9"
"21515",0.0708271172806891,"HNSC","ENSG00000015153.14"
"21516",0,"HNSC","ENSG00000173614.13"
"21517",0.0982259768745608,"HNSC","ENSG00000164543.5"
"21518",0,"HNSC","ENSG00000177380.13"
"21519",0.248587333195679,"HNSC","ENSG00000167110.17"
"21520",0.291632921448226,"HNSC","ENSG00000160613.12"
"21521",0.00345342930251858,"HNSC","ENSG00000140688.16"
"21522",0,"HNSC","ENSG00000219481.10"
"21523",0.432020818081641,"HNSC","ENSG00000127249.14"
"21524",0,"HNSC","ENSG00000256061.7"
"21525",0.00530156783316164,"HNSC","ENSG00000182326.14"
"21526",0.400794189035845,"HNSC","ENSG00000161011.19"
"21527",0,"HNSC","ENSG00000103429.10"
"21528",0.131585516210968,"HNSC","ENSG00000143569.18"
"21529",0,"HNSC","ENSG00000160445.10"
"21530",0.35439847077845,"HNSC","ENSG00000133433.10"
"21531",0,"HNSC","ENSG00000069764.9"
"21532",0.0706928179488452,"HNSC","ENSG00000196083.9"
"21533",0.172558371583212,"HNSC","ENSG00000142655.12"
"21534",0.381062050054859,"HNSC","ENSG00000082014.16"
"21535",0.000463965993455996,"HNSC","ENSG00000123124.13"
"21536",0.0148780695919264,"HNSC","ENSG00000132334.16"
"21537",0,"HNSC","ENSG00000168090.9"
"21538",0.0251973916177938,"HNSC","ENSG00000185504.16"
"21539",0.00256160875753552,"HNSC","ENSG00000136718.9"
"21540",0,"HNSC","ENSG00000084676.15"
"21541",0.38949999765537,"HNSC","ENSG00000106105.13"
"21542",0,"HNSC","ENSG00000055483.19"
"21543",0,"HNSC","ENSG00000188735.12"
"21544",0,"HNSC","ENSG00000162086.14"
"21545",0.297055419306063,"HNSC","ENSG00000140632.16"
"21546",0,"HNSC","ENSG00000185043.10"
"21547",0.000312984531355525,"HNSC","ENSG00000138744.14"
"21548",0.447709382489535,"HNSC","ENSG00000104897.9"
"21549",0.0978329357602861,"HNSC","ENSG00000131089.15"
"21550",0,"HNSC","ENSG00000214022.11"
"21551",0.083278466460117,"HNSC","ENSG00000180638.17"
"21552",0,"HNSC","ENSG00000100731.15"
"21553",0.00273605140052959,"HNSC","ENSG00000147364.16"
"21554",0,"HNSC","ENSG00000204920.10-ENSG00000267680.5"
"21555",0,"HNSC","ENSG00000204920.10-ENSG00000256294.7"
"21556",0,"HNSC","ENSG00000159882.12-ENSG00000159885.13"
"21557",0,"HNSC","ENSG00000159882.12-ENSG00000267022.1"
"21558",0,"HNSC","ENSG00000159882.12-ENSG00000178386.12"
"21559",0,"HNSC","ENSG00000159885.13-ENSG00000178386.12"
"21560",0,"HNSC","ENSG00000159885.13-ENSG00000267680.5"
"21561",0,"HNSC","ENSG00000267022.1-ENSG00000267680.5"
"21562",0,"HNSC","ENSG00000159885.13-ENSG00000256294.7"
"21563",0,"HNSC","ENSG00000267022.1-ENSG00000256294.7"
"21564",0,"HNSC","ENSG00000267680.5-ENSG00000256294.7"
"21565",0.000734652379080636,"HNSC","ENSG00000131899.10"
"21566",0.00172807873794495,"HNSC","ENSG00000083093.9"
"21567",0,"HNSC","ENSG00000112312.9"
"21568",0.0244129804956314,"HNSC","ENSG00000166387.11"
"21569",0,"HNSC","ENSG00000141646.13"
"21570",0,"HNSC","ENSG00000267699.2"
"21571",0.00770004017301791,"HNSC","ENSG00000107186.16"
"21572",0,"HNSC","ENSG00000186566.12"
"21573",0,"HNSC","ENSG00000136451.8"
"21574",0.00223514127339614,"HNSC","ENSG00000172845.14"
"21575",0.0127584041835299,"HNSC","ENSG00000071127.16"
"21576",0.128146249538799,"HNSC","ENSG00000137815.14"
"21577",0.012817061888776,"HNSC","ENSG00000005884.17"
"21578",0.137713819207319,"HNSC","ENSG00000174483.19"
"21579",0,"HNSC","ENSG00000151116.16"
"21580",0,"HNSC","ENSG00000022567.9"
"21581",0,"HNSC","ENSG00000176853.15"
"21582",0.0150620279240041,"HNSC","ENSG00000141179.13"
"21583",0.529785451797934,"HNSC","ENSG00000184110.14"
"21584",0,"HNSC","ENSG00000182400.14"
"21585",0.00410976001543762,"HNSC","ENSG00000149743.13"
"21586",0.127362214698974,"HNSC","ENSG00000153531.13"
"21587",0,"HNSC","ENSG00000169683.7"
"21588",0,"HNSC","ENSG00000089123.15"
"21589",0.081668654216997,"HNSC","ENSG00000143801.16"
"21590",0.00120048120973068,"HNSC","ENSG00000117523.15"
"21591",0.0514076716609842,"HNSC","ENSG00000088836.12"
"21592",0,"HNSC","ENSG00000196781.14"
"21593",0.00522710480831708,"HNSC","ENSG00000147654.14"
"21594",0.000555214470244557,"HNSC","ENSG00000167702.11"
"21595",0.0705786845066927,"HNSC","ENSG00000101986.11"
"21596",0.607245329748032,"HNSC","ENSG00000135956.8"
"21597",0,"HNSC","ENSG00000131966.13"
"21598",0.00550959108638793,"HNSC","ENSG00000157637.12"
"21599",0,"HNSC","ENSG00000139977.13"
"21600",0.392078119111163,"HNSC","ENSG00000075790.10"
"21601",0.00975244763429455,"HNSC","ENSG00000076984.17"
"21602",0.195874880547958,"HNSC","ENSG00000166816.13"
"21603",0.252558212209921,"HNSC","ENSG00000079435.9"
"21604",0.00232940618917403,"HNSC","ENSG00000138185.18"
"21605",0,"HNSC","ENSG00000185019.16"
"21606",0.0436060869890431,"HNSC","ENSG00000198814.12"
"21607",0.0396877402268263,"HNSC","ENSG00000108510.9"
"21608",0.334419267540176,"HNSC","ENSG00000171703.16"
"21609",0,"HNSC","ENSG00000269403.1"
"21610",0.403007789287257,"HNSC","ENSG00000013306.15"
"21611",0,"HNSC","ENSG00000099330.8"
"21612",0,"HNSC","ENSG00000143942.4"
"21613",0,"HNSC","ENSG00000111653.19"
"21614",0,"HNSC","ENSG00000089157.15"
"21615",0,"HNSC","ENSG00000128609.14"
"21616",0.417083425685893,"HNSC","ENSG00000168300.13"
"21617",0.363973393336098,"HNSC","ENSG00000079215.13"
"21618",0.013981401922562,"HNSC","ENSG00000136270.13"
"21619",0.215208184477709,"HNSC","ENSG00000109586.11"
"21620",0.0549610760154415,"HNSC","ENSG00000166847.9"
"21621",0.0909028423600635,"HNSC","ENSG00000168724.14"
"21622",0.00375748685462333,"HNSC","ENSG00000101574.14"
"21623",0,"HNSC","ENSG00000104907.12"
"21624",0.0479977310265252,"HNSC","ENSG00000147010.17"
"21625",0,"HNSC","ENSG00000157601.13"
"21626",0.00624178150075972,"HNSC","ENSG00000109065.11"
"21627",0.00145438076453605,"HNSC","ENSG00000138468.15"
"21628",0.00996136123693631,"HNSC","ENSG00000186998.15"
"21629",0,"HNSC","ENSG00000137992.14"
"21630",0.000269707745217852,"HNSC","ENSG00000130024.14"
"21631",0.314231718181227,"HNSC","ENSG00000130830.14"
"21632",0,"HNSC","ENSG00000107864.14"
"21633",0,"HNSC","ENSG00000156515.21"
"21634",0,"HNSC","ENSG00000146828.17"
"21635",0.103493371772205,"HNSC","ENSG00000010327.10"
"21636",0,"HNSC","ENSG00000124357.12"
"21637",0,"HNSC","ENSG00000159873.9"
"21638",0.224274060331914,"HNSC","ENSG00000147586.9"
"21639",0,"HNSC","ENSG00000159147.17"
"21640",0,"HNSC","ENSG00000109184.14"
"21641",0.000108091419144119,"HNSC","ENSG00000146918.19"
"21642",0,"HNSC","ENSG00000205726.14"
"21643",0.11947708204429,"HNSC","ENSG00000144736.13"
"21644",0.279718784988262,"HNSC","ENSG00000155906.16"
"21645",0,"HNSC","ENSG00000173262.11-ENSG00000059804.15"
"21646",0.442136377019751,"HNSC","ENSG00000111319.12"
"21647",0.438892575296436,"HNSC","ENSG00000116688.16"
"21648",0,"HNSC","ENSG00000033030.13"
"21649",0.0442912396290164,"HNSC","ENSG00000243943.9"
"21650",0,"HNSC","ENSG00000182010.10"
"21651",0,"HNSC","ENSG00000102901.12"
"21652",0,"HNSC","ENSG00000179094.15"
"21653",0,"HNSC","ENSG00000070718.11"
"21654",0.0632895433606344,"HNSC","ENSG00000079616.12"
"21655",0,"HNSC","ENSG00000112367.10"
"21656",0.381906219309424,"HNSC","ENSG00000171824.13"
"21657",0,"HNSC","ENSG00000119723.16"
"21658",0.0700695887624736,"HNSC","ENSG00000166833.19"
"21659",0.0661581782063328,"HNSC","ENSG00000122376.11"
"21660",5.12885012781343e-05,"HNSC","ENSG00000284057.1"
"21661",0.191762371894018,"HNSC","ENSG00000074211.13"
"21662",0,"HNSC","ENSG00000149932.16"
"21663",0,"HNSC","ENSG00000137628.16-ENSG00000181381.13"
"21664",0,"HNSC","ENSG00000181381.13"
"21665",0.000943798378149293,"HNSC","ENSG00000100982.11"
"21666",0.190945112012169,"HNSC","ENSG00000182196.13"
"21667",0.00385999853928822,"HNSC","ENSG00000183018.8"
"21668",0.206253780666687,"HNSC","ENSG00000116478.11"
"21669",0.000121343912686957,"HNSC","ENSG00000137145.20"
"21670",0.411718728391568,"HNSC","ENSG00000158669.11"
"21671",0.00195370973347066,"HNSC","ENSG00000137073.21"
"21672",0,"HNSC","ENSG00000100065.14"
"21673",0.364046204382266,"HNSC","ENSG00000106591.3"
"21674",0.0252261694196816,"HNSC","ENSG00000167925.15"
"21675",0.00037814237274266,"HNSC","ENSG00000172269.18"
"21676",0.162090068065211,"HNSC","ENSG00000169032.9"
"21677",0.0935694726252752,"HNSC","ENSG00000171914.16"
"21678",0,"HNSC","ENSG00000101850.12"
"21679",0,"HNSC","ENSG00000164751.14"
"21680",0,"HNSC","ENSG00000174989.12"
"21681",1.29281948368053,"HNSC","ENSG00000173915.14"
"21682",0.00552745977229789,"HNSC","ENSG00000144711.13"
"21683",0,"HNSC","ENSG00000140367.11"
"21684",0.099457660168184,"HNSC","ENSG00000149782.11"
"21685",0.00318836422502485,"HNSC","ENSG00000165138.17"
"21686",0.108429813628438,"HNSC","ENSG00000131475.6"
"21687",0.0105033285708813,"HNSC","ENSG00000071205.11"
"21688",0,"HNSC","ENSG00000137364.4"
"21689",0.00678440907487542,"HNSC","ENSG00000163864.15"
"21690",0.00221993071285198,"HNSC","ENSG00000153029.14"
"21691",0.00666273381699911,"HNSC","ENSG00000032742.17"
"21692",0,"HNSC","ENSG00000154134.14"
"21693",0.490271494891916,"HNSC","ENSG00000177951.17"
"21694",0.0186078432978503,"HNSC","ENSG00000142794.18"
"21695",0.187929548339992,"HNSC","ENSG00000160539.4"
"21696",0.269829976098039,"HNSC","ENSG00000145545.11"
"21697",0.210593769377109,"HNSC","ENSG00000096872.15"
"21698",0.0830390752529454,"HNSC","ENSG00000127863.15"
"21699",0.201047706375028,"HNSC","ENSG00000168907.13"
"21700",0.528420949044605,"HNSC","ENSG00000164022.16"
"21701",0.0229393225011092,"HNSC","ENSG00000126858.16"
"21702",0.27251352322795,"HNSC","ENSG00000165644.10"
"21703",0.304249377882983,"HNSC","ENSG00000065357.19"
"21704",0.061943715214471,"HNSC","ENSG00000160305.17"
"21705",0.346433800772121,"HNSC","ENSG00000102699.5"
"21706",0,"HNSC","ENSG00000163362.10"
"21707",0,"HNSC","ENSG00000180992.6"
"21708",0.30857935982287,"HNSC","ENSG00000186141.8"
"21709",0,"HNSC","ENSG00000175826.11"
"21710",0,"HNSC","ENSG00000165660.7"
"21711",0.0417363796649696,"HNSC","ENSG00000144559.10"
"21712",0.0845760843964971,"HNSC","ENSG00000113360.16"
"21713",0.137668745263577,"HNSC","ENSG00000121236.20"
"21714",0,"HNSC","ENSG00000099377.13"
"21715",0,"HNSC","ENSG00000100796.17"
"21716",0,"HNSC","ENSG00000197165.10-ENSG00000196502.11"
"21717",0,"HNSC","ENSG00000197165.10"
"21718",0,"HNSC","ENSG00000121039.9"
"21719",0.078444291100334,"HNSC","ENSG00000153885.14"
"21720",0.0059710193630329,"HNSC","ENSG00000178381.11"
"21721",0.00623026216013259,"HNSC","ENSG00000131652.13"
"21722",0.0377611863631715,"HNSC","ENSG00000206073.10"
"21723",0.0285343382716821,"HNSC","ENSG00000148180.19"
"21724",0,"HNSC","ENSG00000160214.12"
"21725",0.000372424713884996,"HNSC","ENSG00000124486.12"
"21726",0,"HNSC","ENSG00000214114.8"
"21727",0.000254762991315376,"HNSC","ENSG00000027001.9"
"21728",0.00748017612453047,"HNSC","ENSG00000118263.14"
"21729",0.0159898547030936,"HNSC","ENSG00000111445.13"
"21730",0.108085305426757,"HNSC","ENSG00000106078.17"
"21731",0.025245274941934,"HNSC","ENSG00000141562.17"
"21732",0.00442362681098749,"HNSC","ENSG00000204498.10"
"21733",0.0219247106029594,"HNSC","ENSG00000131236.16"
"21734",0,"HNSC","ENSG00000139574.8"
"21735",0,"HNSC","ENSG00000267281.2"
"21736",0.00887985946942098,"HNSC","ENSG00000198561.13"
"21737",0.109189636245106,"HNSC","ENSG00000128294.15"
"21738",0.59349712015111,"HNSC","ENSG00000160087.20"
"21739",0.000493084846344339,"HNSC","ENSG00000152795.17"
"21740",0.202383986602081,"HNSC","ENSG00000125746.16"
"21741",0.00156671880592358,"HNSC","ENSG00000130684.13"
"21742",0,"HNSC","ENSG00000197045.12"
"21743",0,"HNSC","ENSG00000175792.11"
"21744",0.00116904624865157,"HNSC","ENSG00000129460.15"
"21745",0,"HNSC","ENSG00000167656.4"
"21746",0.0278209850740951,"HNSC","ENSG00000179335.18"
"21747",0.0109301165227959,"HNSC","ENSG00000144655.14"
"21748",0,"HNSC","ENSG00000213699.8"
"21749",0,"HNSC","ENSG00000170545.16"
"21750",0.00346556145674499,"HNSC","ENSG00000139517.7"
"21751",0.000231849654634647,"HNSC","ENSG00000135250.16"
"21752",0.0272822631245367,"HNSC","ENSG00000180228.12"
"21753",0.00158035287651162,"HNSC","ENSG00000167114.12"
"21754",0.00780353996148893,"HNSC","ENSG00000083520.14"
"21755",0.0017375322633937,"HNSC","ENSG00000055955.15"
"21756",0.00161423393976092,"HNSC","ENSG00000140365.15"
"21757",0.00614105141869452,"HNSC","ENSG00000006468.13"
"21758",0.163175588431301,"HNSC","ENSG00000115504.14"
"21759",0,"HNSC","ENSG00000100084.14"
"21760",0.00099934044091976,"HNSC","ENSG00000118200.14"
"21761",0.247797191114549,"HNSC","ENSG00000114861.18"
"21762",0,"HNSC","ENSG00000168116.13"
"21763",0.0389142482260908,"HNSC","ENSG00000198369.9"
"21764",0.276175809067583,"HNSC","ENSG00000132912.12"
"21765",0,"HNSC","ENSG00000067334.13"
"21766",0.0260209043770717,"HNSC","ENSG00000070731.10"
"21767",0.0300273078631158,"HNSC","ENSG00000100429.17"
"21768",0,"HNSC","ENSG00000114450.9"
"21769",0.00616258246313338,"HNSC","ENSG00000119682.16"
"21770",0.00861313306253633,"HNSC","ENSG00000079263.18"
"21771",0.00531257761628914,"HNSC","ENSG00000058272.16"
"21772",0.33884454448753,"HNSC","ENSG00000023697.12"
"21773",0.109597162596642,"HNSC","ENSG00000182551.13"
"21774",0.203748593593897,"HNSC","ENSG00000188603.18"
"21775",0.158273798228884,"HNSC","ENSG00000261832.6"
"21776",0.00208948816945729,"HNSC","ENSG00000087510.6"
"21777",0.0489155583224281,"HNSC","ENSG00000100029.17"
"21778",0,"HNSC","ENSG00000153406.13"
"21779",0.0340460829849348,"HNSC","ENSG00000167716.18"
"21780",0.0470613861188444,"HNSC","ENSG00000136238.17"
"21781",0.0132140182094885,"HNSC","ENSG00000160058.18"
"21782",0,"HNSC","ENSG00000005471.15"
"21783",0,"HNSC","ENSG00000213085.9"
"21784",0.0240127479275579,"HNSC","ENSG00000147679.11"
"21785",0.00691462642689793,"HNSC","ENSG00000095303.14"
"21786",0.00107137063487985,"HNSC","ENSG00000197976.11"
"21787",0.00798501956196327,"HNSC","ENSG00000175203.15"
"21788",0,"HNSC","ENSG00000174456.13"
"21789",0,"HNSC","ENSG00000196139.13"
"21790",0,"HNSC","ENSG00000198610.10"
"21791",0.105196035485717,"HNSC","ENSG00000120992.17"
"21792",0,"HNSC","ENSG00000121390.18"
"21793",0.0167104413496542,"HNSC","ENSG00000112149.9"
"21794",0.0398487694294511,"HNSC","ENSG00000001617.11"
"21795",0.00772396509630871,"HNSC","ENSG00000143398.19"
"21796",0.0327658645536075,"HNSC","ENSG00000186635.14"
"21797",0.0235284440579095,"HNSC","ENSG00000122786.19"
"21798",0,"HNSC","ENSG00000049860.13"
"21799",0.00179608848630858,"HNSC","ENSG00000173120.14"
"21800",0,"HNSC","ENSG00000122390.17"
"21801",4.3582713217504e-05,"HNSC","ENSG00000166783.21"
"21802",0.0107689322910836,"HNSC","ENSG00000175575.12"
"21803",0,"HNSC","ENSG00000162613.16"
"21804",0,"HNSC","ENSG00000100225.17"
"21805",0,"HNSC","ENSG00000196811.11"
"21806",0.00299893411506424,"HNSC","ENSG00000127084.17"
"21807",0.00348183374222005,"HNSC","ENSG00000101844.17"
"21808",0.0015926364177572,"HNSC","ENSG00000162654.8"
"21809",0.00191846259328878,"HNSC","ENSG00000012779.10"
"21810",0.0154709299697082,"HNSC","ENSG00000162522.10"
"21811",0.437488891421256,"HNSC","ENSG00000169299.13"
"21812",0.0045438030005434,"HNSC","ENSG00000165661.16"
"21813",0.00400782982047671,"HNSC","ENSG00000070882.12"
"21814",0.0525043333362522,"HNSC","ENSG00000185651.14"
"21815",0.00361306615257667,"HNSC","ENSG00000266412.5"
"21816",0.188623573938408,"HNSC","ENSG00000127054.20"
"21817",0.0721944089029604,"HNSC","ENSG00000159140.19"
"21818",0.0223635187386498,"HNSC","ENSG00000179593.15"
"21819",0.00459567517104108,"HNSC","ENSG00000155438.11"
"21820",0.027724777141546,"HNSC","ENSG00000166822.12"
"21821",0.302252632233097,"HNSC","ENSG00000120451.10"
"21822",0.001548971455521,"HNSC","ENSG00000083838.15"
"21823",0.0187745838062051,"HNSC","ENSG00000130813.17"
"21824",0,"HNSC","ENSG00000099864.17"
"21825",0.0928307266799091,"HNSC","ENSG00000184162.14"
"21826",0,"HNSC","ENSG00000165533.18"
"21827",0,"HNSC","ENSG00000142910.15"
"21828",0,"HNSC","ENSG00000187824.8"
"21829",0.0610278247069103,"HNSC","ENSG00000168610.14"
"21830",0.340343943061433,"HNSC","ENSG00000087266.15"
"21831",0.00047387388071569,"HNSC","ENSG00000087470.17"
"21832",0,"HNSC","ENSG00000164062.12"
"21833",0.295405511427331,"HNSC","ENSG00000105443.13"
"21834",0.038870086642872,"HNSC","ENSG00000108679.12"
"21835",0.737862864485387,"HNSC","ENSG00000136813.14"
"21836",0.0241084554286195,"HNSC","ENSG00000135365.15"
"21837",0.0248216176165036,"HNSC","ENSG00000167515.10"
"21838",0,"HNSC","ENSG00000023734.10"
"21839",0,"HNSC","ENSG00000009844.15"
"21840",0.0293788553852088,"HNSC","ENSG00000168476.11"
"21841",0.000694263304158013,"HNSC","ENSG00000172543.7"
"21842",0,"HNSC","ENSG00000132274.15"
"21843",0.112668053942656,"HNSC","ENSG00000183844.16"
"21844",0.0193733053272541,"HNSC","ENSG00000154370.15"
"21845",0.345179884133988,"HNSC","ENSG00000093010.13"
"21846",0.154512120590634,"HNSC","ENSG00000175470.18"
"21847",0.0315216508898037,"HNSC","ENSG00000099622.13"
"21848",0.261069778560804,"HNSC","ENSG00000108312.14"
"21849",0.0784535750208804,"HNSC","ENSG00000143774.16"
"21850",0,"HNSC","ENSG00000115970.18"
"21851",0.0372435155388619,"HNSC","ENSG00000119705.9"
"21852",0.0129087718822396,"HNSC","ENSG00000160183.13"
"21853",0,"HNSC","ENSG00000106829.18"
"21854",0.238384500488759,"HNSC","ENSG00000162836.11"
"21855",0.457734844916894,"HNSC","ENSG00000079805.16"
"21856",0.00177165288235609,"HNSC","ENSG00000140320.11"
"21857",0.194202974713735,"HNSC","ENSG00000140264.19"
